350.991,1.82626
401.990,1.42706
449.970,1.66603
501.402,1.69007
550.554,1.27992
599.882,1.04300
651.202,0.957401
698.909,0.928822
801.321,0.536129
850.902,0.544829
891.242,0.494331
948.117,0.454774
1001.37,0.467854
1049.25,0.601556
1100.73,0.678235
1150.32,0.691320
1201.66,0.623263
1249.28,0.513544
1302.54,0.531010
1354.02,0.603303
1451.52,0.789564
1549.09,1.04161
1596.83,1.05470
1701.63,1.19709
1751.32,1.31106
1799.12,1.37020
1852.39,1.39863
1900.07,1.34593
1951.30,1.17699
2002.82,1.27779
2100.49,1.63511
2199.81,1.80821
2300.82,1.83437
2401.68,1.72238
2600.81,2.54446
2701.93,2.68028
